,edgeR_exact,edgeR_glm,edgeR_rob_pDF10,edgeR_rob_pDF05,edgeR_rob_pDF20,edgeR_rob_auto.pDF,edgeR_ql,DESeq,DESeq2_indFilterDeactive,DESeq2_indFilterDeactiveCooksOff,DESeq2_indFilterActive,LimmaQN,LimmaVoom,LimmaVoom_Robust,LimmaTrended,LimmaTrended_Robust,LimmaVoom_QW,LimmaVst,BaySeq,PoissonSeq,SAMSeq,QuasiSeq_QL,QuasiSeq_QLShrink,QuasiSeq_QLSpline,NOISeq,StR
1,2.33E-300,2.71707943470873e-318,0,0,0,0,2.74E-25,1.92E-85,2.91E-165,2.91E-165,2.91E-165,2.09E-54,1.10E-51,1.29E-51,1.23E-46,1.61E-47,6.62E-52,7.05E-46,0,0,0,7.61E-46,8.46E-47,8.67E-47,0,28.84242023
2,0.054175597,0.012762357,0.183547154,0.167629992,0.197015004,0.140198927,0.009901452,0.38940363,0.827311391,0.827311391,0.827311391,0.104903163,0.707413496,0.707848012,0.125737064,0.124236976,0.840823194,0.085972549,0.049186281,0.024274611,0.38621,0.000524324,0.000474923,0.000460159,0.771720567,0.366957772
3,7.63E-23,1.83E-25,1.30E-26,3.92E-27,6.31E-26,7.05E-28,9.85E-11,5.92E-14,2.08E-22,2.08E-22,2.08E-22,2.16E-16,4.33E-21,4.67E-21,7.32E-12,1.00E-11,4.95E-21,6.73E-24,7.50E-14,5.01E-05,0,4.98E-18,9.61E-19,2.11E-18,0,2.765880417
4,2.92E-55,5.86E-53,2.45E-63,3.35E-68,1.53E-58,9.15E-76,5.16E-15,5.60E-37,2.86E-61,2.86E-61,2.86E-61,1.37E-28,6.06E-33,6.58E-33,8.48E-24,6.76E-24,6.73E-32,3.79E-31,0,0,0,1.64E-26,3.61E-27,3.67E-27,8.22E-15,6.332182686
5,NA,0.217334209,0.709739888,0.709753637,0.709770072,0.709815584,0.21448157,NA,0.901779745,0.901779745,0.901779745,0.409994687,0.016339087,0.016669501,0.379842904,0.369930138,0.0118511,0.375113728,0.271106872,0.231132988,NA,0.002609751,0.00460113,0.002333902,0.679095861,0.223606798
6,7.84E-71,3.21E-68,1.94E-80,1.07E-85,4.10E-75,3.71E-95,1.51E-16,1.21E-53,1.00E-74,1.00E-74,1.00E-74,4.95E-32,4.00E-34,4.43E-34,2.86E-27,1.39E-27,1.52E-36,6.85E-33,0,0,0,5.27E-29,9.99E-30,9.90E-30,1.11E-15,7.779971368
7,6.37E-69,1.54E-63,1.74E-78,1.51E-88,1.96E-69,4.20E-107,3.93E-17,3.97E-48,2.06E-70,2.06E-70,2.06E-70,6.79E-33,1.71E-35,1.90E-35,9.04E-29,4.45E-29,2.20E-36,2.90E-35,0,0,0,1.73E-31,1.75E-31,1.16E-31,2.22E-16,8.630220952
8,1.10E-273,6.04E-283,0,0,0,0,1.29E-22,3.46E-87,1.26E-162,1.26E-162,1.26E-162,4.78E-47,8.90E-45,1.04E-44,4.01E-43,1.68E-43,2.79E-46,3.06E-40,0,0,0,5.82E-38,4.98E-40,1.96E-40,5.55E-16,19.63685499
9,6.66E-05,8.58E-06,8.61E-06,8.61E-06,8.58E-06,8.61E-06,8.23E-06,0.048556028,0.011409588,0.011409588,0.011409588,5.17E-10,1.68E-07,1.79E-07,1.51E-09,1.36E-09,6.41E-09,1.45E-10,0.000228249,0.002331606,0.00352,1.39E-13,6.97E-13,5.52E-13,0.345024441,1.87035081
10,1.08E-06,3.34E-08,2.99E-08,2.99E-08,2.98E-08,2.99E-08,2.83E-08,0.007358026,5.16E-05,5.16E-05,5.16E-05,5.35E-27,1.31E-19,1.66E-19,5.05E-20,6.00E-20,1.36E-20,1.14E-28,5.43E-07,0.001020725,0,1.32E-30,5.91E-24,5.02E-23,0.190698542,5.444535617
11,4.95E-237,8.44E-253,1.39E-301,0,2.83E-279,0,3.79E-23,2.64E-80,1.12E-148,1.12E-148,1.12E-148,3.52E-47,8.11E-46,8.88E-46,8.87E-43,1.83E-43,5.64E-47,3.45E-41,0,0,0,2.03E-38,3.72E-40,2.15E-40,1.89E-15,20.20461602
12,1.90E-166,9.78E-177,2.19E-220,8.03E-265,3.03E-183,0,1.99E-23,3.65E-69,1.28E-126,1.28E-126,1.28E-126,2.62E-48,1.04E-46,1.20E-46,5.45E-42,2.66E-43,5.00E-48,4.20E-44,0,0,0,2.57E-42,2.85E-42,2.59E-42,3.33E-16,22.84930198
13,1.50E-75,6.57E-71,3.10E-93,5.91E-121,5.09E-72,4.24E-196,2.70E-19,1.10E-41,1.04E-71,1.04E-71,1.04E-71,2.61E-40,2.66E-41,3.40E-41,3.45E-34,2.58E-34,7.80E-42,2.08E-41,0,0,0,4.63E-38,1.14E-35,7.57E-35,2.11E-15,13.12495844
14,0.065510504,0.005953548,0.047439848,0.045797385,0.048023286,0.043926628,0.005508022,0.372789813,0.711201577,0.711201577,0.711201577,0.051041999,0.001435754,0.0014634,0.043537456,0.042295467,0.001422907,0.037546757,0.102265247,0.023974093,0.27471,4.90E-05,5.08E-05,4.62E-05,0.485610634,0.474774233
15,8.61E-255,1.00E-280,0,0,4.80E-294,0,4.33E-28,3.62E-75,3.60E-150,3.60E-150,3.60E-150,1.86E-59,8.90E-53,1.12E-52,6.66E-49,6.39E-51,9.01E-54,2.29E-53,0,0,0,2.86E-57,8.47E-52,1.07E-51,2.33E-15,57.17788716
16,7.18E-180,2.22E-195,5.41E-248,6.99E-290,9.80E-213,0,7.20E-23,6.07E-76,3.59E-136,3.59E-136,3.59E-136,4.38E-47,4.90E-47,5.57E-47,5.20E-41,5.65E-42,5.38E-47,9.57E-42,0,0,0,5.08E-41,7.64E-42,3.29E-42,1.33E-15,19.39530496
17,5.94E-98,1.21E-98,2.01E-120,3.74E-139,1.05E-105,4.33E-179,2.34E-19,1.03E-61,8.01E-97,8.01E-97,8.01E-97,5.90E-40,2.40E-40,2.68E-40,1.24E-32,2.86E-33,1.57E-41,4.86E-37,0,0,0,3.49E-34,1.18E-34,6.00E-35,0,10.88909422
18,3.72E-156,2.02E-165,5.85E-203,4.00E-242,3.87E-171,0,1.24E-22,9.03E-69,2.80E-122,2.80E-122,2.80E-122,3.03E-45,1.03E-45,1.18E-45,6.14E-41,3.99E-42,1.53E-46,9.08E-42,0,0,0,5.47E-40,1.91E-40,1.69E-40,0,19.49971192
19,0,0,0,0,0,0,1.93E-26,3.32E-94,6.25E-192,6.25E-192,6.25E-192,3.38E-54,5.28E-53,6.08E-53,1.39E-49,5.71E-50,1.34E-52,6.74E-48,0,0,0,3.84E-45,6.54E-47,3.63E-47,3.44E-15,33.28786691
20,1.31E-11,1.33E-12,1.30E-11,1.97E-11,5.78E-12,3.64E-11,3.32E-07,1.03E-06,6.34E-09,6.34E-09,6.34E-09,1.60E-08,1.38E-10,1.47E-10,3.34E-06,3.50E-06,6.89E-11,2.08E-14,3.13E-09,0.000219344,0,1.14E-11,4.03E-12,5.66E-12,0.022338033,1.519026235
21,0.000263044,8.54E-06,7.96E-06,7.96E-06,7.94E-06,7.96E-06,7.62E-06,0.04928032,0.019144999,0.019144999,0.019144999,1.01E-06,2.15E-09,2.30E-09,1.66E-06,1.56E-06,4.39E-09,5.77E-07,0.00040003,0.002668394,0.03056,5.57E-11,8.97E-11,7.72E-11,0.294996873,1.294115505
22,5.12E-17,4.43E-18,1.37E-17,3.75E-17,3.63E-18,1.03E-16,4.82E-08,2.61E-09,3.52E-15,3.52E-15,3.52E-15,4.27E-10,1.18E-12,1.29E-12,6.04E-08,6.80E-08,2.29E-13,6.35E-15,1.21E-10,6.04E-05,0,7.16E-13,1.60E-13,1.99E-13,0.003233635,1.773537474
23,4.89E-175,3.88E-187,5.79E-218,1.37E-225,1.92E-208,1.83E-238,4.56E-21,1.45E-79,9.32E-135,9.32E-135,9.32E-135,9.10E-44,3.27E-44,3.55E-44,1.14E-38,2.66E-39,2.51E-44,1.17E-37,0,0,0,6.12E-37,1.57E-38,5.64E-39,4.44E-16,15.58417493
24,0,0,0,0,0,0,8.37E-27,6.17E-114,7.13E-251,7.13E-251,7.13E-251,5.25E-58,2.04E-52,2.22E-52,6.24E-54,2.30E-53,2.41E-51,1.35E-49,0,0,0,3.53E-46,2.02E-48,1.42E-48,7.66E-15,35.23027575
25,4.98E-07,9.53E-08,7.29E-06,7.51E-06,7.04E-06,7.56E-06,4.62E-05,0.000555443,0.000496328,0.000496328,0.000496328,8.92E-05,4.45E-05,4.59E-05,0.00083884,0.000849489,3.53E-05,6.09E-07,1.29E-05,0.000830743,0.00744,5.16E-08,2.53E-08,1.32E-08,0.085924474,NA
26,5.43E-86,1.39E-90,2.96E-99,1.74E-99,1.12E-98,2.34E-100,1.62E-16,1.57E-67,4.23E-91,4.23E-91,4.23E-91,8.56E-33,5.02E-35,6.72E-35,1.81E-27,1.01E-27,3.67E-34,3.46E-30,0,0,0,2.39E-28,9.73E-30,6.42E-30,2.22E-16,7.492527561
27,1.09E-06,3.43E-08,3.00E-08,3.00E-08,2.99E-08,3.00E-08,2.83E-08,0.007672996,6.97E-05,6.97E-05,6.97E-05,2.03E-18,2.23E-17,2.66E-17,2.05E-15,2.15E-15,1.50E-17,3.40E-19,6.43E-07,0.001051813,0,1.40E-22,4.31E-20,1.32E-19,0.191154502,3.237637579
28,4.22E-157,1.51E-166,1.70E-209,2.42E-243,1.80E-181,0,1.12E-21,1.72E-71,2.50E-123,2.50E-123,2.50E-123,1.86E-45,9.87E-45,1.10E-44,4.17E-40,4.60E-41,1.97E-45,2.12E-39,0,0,0,6.53E-38,5.40E-39,1.98E-39,0,17.52596245
29,0.50181369,0.120730934,0.440145081,0.44026963,0.440362863,0.440676126,0.114897565,NA,0.866276869,0.866276869,0.866276869,0.200841333,0.576301614,0.577384325,0.198042276,0.189893285,0.242844113,0.179128497,0.307814312,0.139478411,0.38593,0.001605117,0.002265449,0.001413234,0.920610062,0.324888491
30,2.25E-08,7.83E-10,1.30E-09,1.99E-09,6.60E-10,3.79E-09,5.48E-06,3.12E-05,2.93E-05,2.93E-05,2.93E-05,2.75E-05,2.06E-08,2.17E-08,8.52E-05,8.72E-05,1.56E-08,1.17E-06,1.34E-06,0.000421416,0.0013,1.47E-09,6.06E-10,3.77E-10,0.086002538,1.073899811
31,1.15E-69,2.36E-72,1.09E-79,2.72E-80,7.26E-80,3.48E-81,4.18E-15,1.86E-38,6.53E-76,6.53E-76,6.53E-76,3.31E-28,4.46E-32,5.82E-32,9.65E-26,5.79E-26,9.50E-33,5.46E-28,0,0,0,2.12E-25,1.06E-26,5.89E-27,0,6.675858618
32,1.80E-67,2.18E-63,1.09E-77,1.21E-87,3.98E-69,8.83E-105,6.33E-17,1.67E-49,5.71E-71,5.71E-71,5.71E-71,1.46E-33,2.23E-36,2.50E-36,5.52E-28,3.05E-28,5.71E-37,9.48E-35,0,0,0,8.98E-31,6.35E-31,1.26E-30,2.55E-15,8.249245292
33,1.27E-64,5.01E-60,4.94E-74,1.02E-85,3.13E-63,2.30E-107,3.98E-17,1.62E-42,1.04E-65,1.04E-65,1.04E-65,1.74E-33,2.85E-35,3.22E-35,7.96E-29,5.46E-29,3.60E-36,4.78E-37,0,0,0,4.91E-32,1.29E-31,2.65E-31,0,9.241832054
34,NA,0.21702395,0.717095782,0.717108256,0.717124694,0.717167851,0.214481574,NA,0.901779745,0.901779745,0.901779745,0.409994687,0.017948972,0.018292345,0.374773639,0.365450367,0.011717254,0.371161384,0.270372546,0.231132988,0.37876,0.002889669,0.004950613,0.002568993,0.674911268,0.223606798
35,1.54E-30,1.73E-34,9.38E-37,1.97E-39,1.81E-33,5.67E-44,5.13E-14,2.36E-17,3.03E-30,3.03E-30,3.03E-30,7.35E-23,3.89E-27,4.50E-27,1.12E-18,2.90E-18,2.87E-28,5.98E-31,0,4.84E-05,0,4.55E-25,2.62E-25,4.06E-24,4.11E-15,4.617290355
36,9.32E-280,1.21E-290,0,0,1.97626258336499e-323,0,3.09E-23,7.48E-86,1.80E-161,1.80E-161,1.80E-161,4.49E-49,1.77E-46,1.93E-46,2.57E-44,8.41E-45,1.15E-47,3.03E-41,0,0,0,1.55E-39,1.75E-41,6.62E-42,3.33E-16,21.20900947
37,4.53E-09,7.61E-10,3.79E-09,3.39E-09,4.28E-09,2.78E-09,4.95E-08,0.000531971,2.64E-06,2.64E-06,2.64E-06,3.93E-11,4.57E-11,4.88E-11,4.30E-07,4.47E-07,2.46E-11,8.01E-20,4.29E-08,0.000595855,0,1.97E-13,1.59E-13,2.26E-14,0.084946203,1.801910554
38,6.95E-08,9.91E-09,9.27E-09,8.42E-09,9.46E-09,7.03E-09,3.88E-06,0.002092317,0.000241267,0.000241267,0.000241267,5.10E-07,1.50E-06,1.55E-06,2.09E-06,2.14E-06,1.24E-06,8.95E-08,1.12E-06,0.000939551,0,5.63E-10,3.44E-10,1.76E-10,0.082197657,1.301544643
39,5.90E-52,7.32E-55,3.36E-57,3.65E-53,1.72E-63,7.14E-49,1.86E-12,8.74E-46,1.06E-62,1.06E-62,1.06E-62,1.08E-18,3.09E-22,3.72E-22,1.30E-16,1.18E-16,1.45E-24,1.32E-20,0,0,0,1.97E-20,1.02E-21,5.85E-22,0,3.35301798
40,4.82E-65,1.76E-61,4.68E-76,2.87E-85,3.56E-68,6.79E-103,2.46E-16,6.78E-46,2.06E-69,2.06E-69,2.06E-69,5.07E-36,1.09E-35,1.21E-35,4.32E-27,2.41E-27,2.52E-37,4.40E-33,0,0,0,6.10E-29,1.92E-29,1.73E-29,1.67E-15,7.615196873
41,0.00432626,0.000214938,0.000437281,0.000437298,0.00043676,0.000437222,0.000196079,0.140761581,0.264222551,0.264222551,0.264222551,0.002169377,1.02E-05,1.06E-05,0.002777459,0.00268528,3.99E-05,0.001049703,0.01044171,0.006469775,0.10838,2.96E-07,3.04E-07,3.27E-07,0.396802367,0.748814035
42,0,0,0,0,0,0,1.37E-24,2.02E-102,4.79E-205,4.79E-205,4.79E-205,1.33E-50,7.19E-50,7.80E-50,8.48E-49,9.26E-49,4.31E-49,7.76E-44,0,0,0,9.06E-41,4.29E-43,1.86E-43,6.88E-15,25.46006557
43,0,0,0,0,0,0,2.22E-23,3.18E-95,5.82E-187,5.82E-187,5.82E-187,4.57E-47,5.05E-46,6.75E-46,7.00E-46,5.49E-46,3.05E-47,5.46E-42,0,0,0,5.12E-39,2.77E-41,1.10E-41,6.66E-16,22.50790268
44,7.25E-25,2.15E-25,3.65E-26,7.70E-26,1.32E-26,1.75E-25,9.15E-10,4.77E-16,6.12E-25,6.12E-25,6.12E-25,7.84E-13,1.24E-16,1.41E-16,7.18E-11,8.81E-11,1.32E-17,7.58E-19,2.69E-13,3.63E-05,0,5.83E-16,9.70E-17,1.38E-16,8.88E-16,2.267078413
45,2.29E-07,3.00E-08,7.31E-07,7.01E-07,7.86E-07,6.55E-07,4.27E-06,0.005583303,6.58E-05,6.58E-05,6.58E-05,2.02E-08,1.44E-08,1.51E-08,0.000149876,0.000151989,1.22E-09,3.79E-15,1.97E-06,0.00083247,0,8.67E-10,4.63E-10,1.64E-10,0.152514065,1.369300616
46,7.52E-13,1.34E-14,7.08E-14,3.24E-13,8.86E-15,1.65E-12,6.05E-07,1.44E-08,1.41E-10,1.41E-10,1.41E-10,4.96E-07,2.31E-10,2.49E-10,1.05E-05,1.11E-05,1.15E-10,4.97E-09,7.80E-09,8.12E-05,0,5.42E-11,1.43E-11,1.97E-11,0.003296908,1.253163622
47,4.98E-20,1.65E-22,1.50E-24,5.30E-26,6.92E-23,8.40E-29,2.89E-14,7.42E-09,6.07E-19,6.07E-19,6.07E-19,7.19E-23,1.22E-22,1.44E-22,1.15E-19,2.51E-19,2.55E-23,2.41E-31,5.42E-16,0.000100173,0,3.42E-26,3.01E-25,1.23E-23,0.003484397,4.986814872
48,1.06E-17,1.80E-19,1.12E-18,5.04E-18,1.22E-19,2.16E-17,4.61E-08,5.70E-11,9.33E-18,9.33E-18,9.33E-18,1.83E-08,2.44E-13,2.70E-13,4.81E-07,5.33E-07,5.54E-13,5.63E-15,2.62E-11,4.84E-05,0,1.01E-12,1.98E-13,2.05E-13,5.55E-16,1.585988091
49,0,0,0,0,0,0,6.67E-23,1.74E-95,2.41E-183,2.41E-183,2.41E-183,1.74E-47,1.81E-44,2.64E-44,2.13E-44,1.69E-44,3.51E-46,3.44E-40,0,0,0,3.04E-37,1.59E-39,6.07E-40,2.22E-15,19.74378617
50,2.93E-183,7.78E-197,2.76E-250,9.04E-297,7.30E-211,0,1.05E-23,2.71E-72,2.78E-133,2.78E-133,2.78E-133,1.62E-49,2.66E-47,3.06E-47,5.92E-43,3.38E-44,2.21E-48,6.16E-44,0,0,0,7.68E-43,4.14E-43,1.49E-43,4.44E-16,23.59960239
51,5.61E-06,2.40E-07,1.00E-06,9.80E-07,1.10E-06,8.64E-07,1.11E-05,0.008666138,0.004770395,0.004770395,0.004770395,4.42E-05,1.07E-07,1.12E-07,6.45E-05,6.46E-05,2.65E-07,5.52E-06,4.28E-06,0.001409326,0.01541,3.17E-09,2.14E-09,2.06E-09,0.211944963,NA
52,9.25E-133,3.60E-138,1.65E-171,4.43E-210,1.18E-140,1.73638668669558e-315,1.12E-21,3.23E-65,1.65E-112,1.65E-112,1.65E-112,8.18E-44,1.03E-44,1.18E-44,1.77E-39,1.17E-40,2.90E-46,8.20E-41,0,0,0,1.71E-38,8.49E-39,2.70E-38,1.22E-15,17.9998719
53,3.15E-33,6.97E-34,1.23E-36,5.55E-37,3.19E-36,1.74E-37,1.01E-11,2.72E-22,2.80E-36,2.80E-36,2.80E-36,4.72E-17,1.19E-22,1.43E-22,2.04E-15,2.52E-15,2.70E-22,9.33E-25,1.01E-15,1.73E-06,0,9.09E-20,1.44E-20,1.69E-20,0.010896942,3.438424869
54,8.03E-13,8.25E-14,1.70E-11,6.04E-11,2.22E-12,2.11E-10,7.15E-06,0.000249562,1.42E-07,1.42E-07,1.42E-07,8.50E-05,3.73E-08,3.96E-08,0.001479911,0.001510796,1.35E-08,1.09E-08,7.42E-08,5.01E-05,0,3.11E-09,8.68E-10,7.52E-10,1.37E-06,0.943258409
55,0.006216527,0.000913753,0.005572716,0.005598454,0.00548719,0.005704033,0.001547494,0.179900131,0.498079043,0.498079043,0.498079043,0.01042759,0.110961858,0.111500057,0.012424983,0.012156621,0.236416565,0.007357215,0.014094478,0.008428325,0.10875,2.15E-05,1.83E-05,1.80E-05,0.529458441,0.597614264
56,1.44E-70,1.82E-69,3.70E-80,1.61E-84,7.13E-76,3.33E-92,3.69E-16,1.50E-50,6.63E-75,6.63E-75,6.63E-75,8.83E-29,1.32E-33,1.58E-33,8.80E-27,4.49E-27,1.36E-34,1.84E-31,0,0,0,2.92E-28,3.65E-29,1.93E-29,0,7.386577006
57,2.86E-126,2.11E-134,2.77E-179,3.34E-215,4.39E-151,3.30E-294,2.89E-20,6.50E-71,3.62E-113,3.62E-113,3.62E-113,1.24E-42,6.54E-44,7.33E-44,1.52E-37,1.98E-38,3.34E-44,2.76E-37,0,0,0,4.10E-35,3.18E-36,4.07E-36,5.55E-16,14.66237488
58,8.95E-86,5.59E-84,5.12E-100,2.77E-109,4.87E-91,1.63E-127,4.57E-18,1.96E-57,1.98E-85,1.98E-85,1.98E-85,5.82E-34,2.94E-37,3.20E-37,7.36E-31,2.17E-31,2.70E-38,6.43E-35,0,0,0,4.54E-32,1.18E-32,6.49E-33,0,9.5917668
59,3.36E-77,7.18E-74,1.81E-90,3.13E-101,5.61E-81,5.76E-121,1.31E-17,5.58E-55,1.64E-80,1.64E-80,1.64E-80,1.59E-36,5.78E-37,6.37E-37,6.72E-29,2.69E-29,2.35E-38,7.10E-35,0,0,0,2.68E-31,1.05E-31,4.28E-32,1.22E-15,8.566705786
60,0.038618191,0.003189618,0.03293509,0.030948119,0.034774025,0.028885827,0.002435533,0.29479308,0.662791815,0.662791815,0.662791815,0.047044484,0.00123707,0.001259938,0.049876003,0.048919194,0.002494014,0.038009765,0.054427762,0.016699482,0.40856,3.51E-05,3.36E-05,3.26E-05,0.460605317,0.464067524
61,5.66E-239,1.37E-247,8.05048870827539e-312,0,1.37E-294,0,3.79E-22,1.77E-83,1.62E-150,1.62E-150,1.62E-150,1.34E-47,2.51E-45,2.71E-45,1.21E-42,3.56E-43,7.72E-47,2.29E-39,0,0,0,8.50E-37,9.30E-39,3.00E-39,1.78E-15,18.91219614
62,2.39E-182,8.71E-198,8.30E-234,4.85E-247,5.28E-219,2.65E-270,8.09E-22,4.54E-79,1.11E-137,1.11E-137,1.11E-137,2.11E-44,2.46E-45,2.71E-45,9.82E-40,1.89E-40,2.73E-45,3.21E-39,0,0,0,1.64E-37,4.84E-39,1.71E-39,2.66E-15,17.08805203
63,2.56E-105,9.28E-106,5.07E-131,7.29E-158,3.53E-110,4.04E-216,1.34E-20,5.96E-59,7.65E-99,7.65E-99,7.65E-99,1.36E-39,3.20E-42,3.67E-42,1.68E-36,1.70E-37,9.73E-43,2.15E-40,0,0,0,1.54E-37,3.16E-37,4.43E-37,0,15.13000046
64,3.55E-117,3.56E-125,5.61E-146,8.02E-152,2.17E-139,5.86E-162,1.14E-18,1.80E-72,1.25E-110,1.25E-110,1.25E-110,2.84E-37,8.02E-40,9.14E-40,1.20E-33,3.59E-34,4.33E-40,8.57E-34,0,0,0,4.92E-32,1.55E-33,9.79E-34,8.22E-15,11.15287586
65,3.24E-49,1.32E-47,1.85E-55,1.30E-59,1.01E-50,1.51E-65,7.03E-15,6.44E-38,6.09E-52,6.09E-52,6.09E-52,3.01E-26,2.81E-30,3.06E-30,9.04E-23,9.94E-23,1.78E-30,1.44E-32,0,0,0,2.80E-27,1.44E-27,2.16E-27,0,6.001413543
